instrument_token,exchange_token,tradingsymbol,name,segment
135760132,530313,KIMIABL,KIMIA BIOSCIENCES,BSE
128061444,500240,KINETICENG,KINETIC ENGINEERING.,BSE
136006148,531274,KINETRU,KINETIC TRUST.,BSE
4849665,18944,KINGFA,KINGFA SCI & TEC IND.,NSE
135735044,530215,KINGSINFR,KINGS INFRA VENTURES,BSE
4896257,19126,KIOCL,KIOCL,NSE
136041732,531413,KIRANPR,KIRAN PRINT-PACK.,BSE
135793412,530443,KIRANSY-B,KIRAN SYNTEX.,BSE
137664004,537750,KIRANVYPAR,KIRAN VYAPAR,BSE
4259585,16639,KIRIINDUS,KIRI INDUSTRIES,NSE
3703297,14466,KIRLFER,KIRLOSKAR FERROUS IND,NSE
4756737,18581,KIRLOSBROS,KIRLOSKAR BROTHERS,NSE
5359617,20936,KIRLOSENG,KIRLOSKAR OIL ENG,NSE
4870401,19025,KIRLOSIND,KIRLOSKAR INDUSTRIES,NSE
129352452,505283,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,BSE
135717124,530145,KISAN,KISAN MOULDINGS.,BSE
7398145,28899,KITEX,KITEX GARMENTS,NSE
136269828,532304,KJMCCORP,KJMC CORPORATE ADVISORS (INDIA,BSE
135740164,530235,KJMCFIN,KJMC FINANCIAL SERVICES.,BSE
134760708,526409,KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT,BSE
3425537,13381,KKCL,KEWAL KIRAN CLOTHING,NSE
128939268,503669,KKFIN,K K FINCORP ,BSE
134054916,523652,KKPLASTICK,KKALPANA PLASTICK ,BSE
133657860,522101,KLBRENG-B,KILBURN ENGINEERING.,BSE
135877380,530771,KLGCAP,KLG CAPITAL SERVICES.,BSE
132395524,517170,KLKELEC,KLK ELECTRICAL,BSE
129945092,507598,KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,BSE
134277124,524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDI,BSE
136083972,531578,KMFBLDR,KMF BUILDERS & DEVELOPERS.,BSE
3754753,14667,KMSUGAR,K M SUGAR MILLS,NSE
3912449,15283,KNRCON,KNR CONSTRU.,NSE
138216964,539910,KOCL,KOME-ON COMMUNICATION ,BSE
4307713,16827,KOKUYOCMLN,KOKUYO CAMLIN,NSE
3871745,15124,KOLTEPATIL,KOLTE PATIL DEV..,NSE
131616772,514128,KONARKSY,KONARK SYNTHETIC.,BSE
136293636,532397,KONNDOR,KONNDOR INDUSTRIES,BSE
491265,1919,KOPRAN,KOPRAN,NSE
128117252,500458,KORE,KORE FOODS ,BSE
492033,1922,KOTAKBANK,KOTAK MAHINDRA BANK,NSE
1497857,5851,KOTAKBKETF,KOTAKMAMC-KOTAKBKETF,NSE
3803649,14858,KOTAKGOLD,KOTAK GOLD ETF,NSE
672513,2627,KOTAKIT,KOTAKMAMC - KOTAKIT,NSE
4634113,18102,KOTAKNIFTY,KOTAK NIFTY ETF,NSE
2932993,11457,KOTAKNV20,KOTAKMAMC - KTKNV20ETF,NSE
3855617,15061,KOTAKPSUBK,KOTAK PSU BANK,NSE
2981633,11647,KOTARISUG,KOTHARI SUG & CHEM.,NSE
1176065,4594,KOTHARIPET,KOTHARI PETROCHEM,NSE
1415169,5528,KOTHARIPRO,KOTHARI PRODUCTS,NSE
133970692,523323,KOVAI,KOVAI MEDICAL CENTER & HOSPITA,BSE
138159620,539686,KPEL,K.P. ENERGY ,BSE
2478849,9683,KPITTECH,KPIT TECHNOLOGIES,NSE
3817473,14912,KPRMILL,KPR MILL.,NSE
129356548,505299,KPT,KPT INDUSTRIES,BSE
128322820,501261,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE,BSE
2707713,10577,KRBL,KRBL,NSE
495873,1937,KREBSBIO,KREBS BIOCHEMICALS & IND,NSE
135715588,530139,KREONFIN,KREON FINNANCIAL SERVICES.,BSE
136019972,531328,KRETTOSYS,KRETTO SYSCON,BSE
2938881,11480,KRIDHANINF,KRIDHAN INFRA,NSE
128063492,500248,KRIFILIND,KRISHNA FILAMENT INDUSTRIES LI,BSE
3288833,12847,KRISHANA,KRISHANA PHOSCHEM,NSE
129124356,504392,KRISHNA,KRISHNA VENTURES,BSE
138082308,539384,KRISHNACAP,KRISHNA CAPITAL AND SECURITIES,BSE
134764292,526423,KRITIIND,KRITI INDUSTRIES (INDIA).,BSE
136501764,533210,KRITINUT,KRITI NUTRIENTS,BSE
131156228,512329,KRL,KINTECH RENEWABLES ,BSE
131676164,514360,KRRAIL,K&R RAIL ENGINEERING,BSE
134028804,523550,KRYPTONQ,KRYPTON INDUSTRIES.,BSE
498945,1949,KSB,KSB,NSE
3832833,14972,KSCL,KAVERI SEED CO..,NSE
132971780,519421,KSE,KSE.,BSE
4835585,18889,KSL,KALYANI STEELS,NSE
136521988,533289,KTIL,KESAR TERMINALS & INFRASTRUCTU,BSE
2061825,8054,KTKBANK,KARNATAKA BANK,NSE
136444164,532985,KTKSENSEX,KOTAK MAHINDRA MUTUAL FUND,BSE
3550721,13870,KUANTUM,KUANTUM PAPERS,NSE
138088452,539408,KUBERJI,KUBER UDYOG ,BSE
134040068,523594,KUNSTOFF,KUNSTSTOFFE INDUSTRIES.,BSE
137259524,536170,KUSHAL,KUSHAL,BSE
131645444,514240,KUSHIND,KUSH INDUSTRIES ,BSE
130828292,511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LT,BSE
135787780,530421,KUWERIN,KUWER INDUSTRIES.,BSE
131002372,511728,KZLFIN,K.Z.LEASING & FINANCE.,BSE
6386689,24948,L&TFH,L&T FINANCE HOLDINGS,NSE
134195716,524202,LACTOSE,LACTOSE (INDIA).,BSE
135827716,530577,LADDERUP,LADDERUP FINANCE.,BSE
134277636,524522,LAFFANSQ,LAFFANS PETROCHEMICALS.,BSE
138246660,540026,LAHL,LADAM AFFORTABLE HOUSING LIMIT,BSE
136151556,531842,LAHOTIOV,LAHOTI OVERSEAS.,BSE
137059076,535387,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT,BSE
129090052,504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,BSE
128757252,502958,LAKSHMIMIL,LAKSHMI MILLS COMPANY.,BSE
2983425,11654,LALPATHLAB,DR. LAL PATH LABS.,NSE
1640193,6407,LAMBODHARA,LAMBODHARA TEXTILES.,NSE
138199300,539841,LANCER,LANCER CONTAINER LINES ,BSE
130316292,509048,LANCORHOL,LANCOR HOLDINGS.,BSE
3692289,14423,LAOPALA,LA OPALA RG,NSE
5558529,21713,LASA,LASA SUPERGENERICS,NSE
138216708,539909,LATENT,LATENT LIGHT FINANCE,BSE
129457412,505693,LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI,BSE
4923905,19234,LAURUSLABS,LAURUS LABS,NSE
506625,1979,LAXMIMACH,LAKSHMI MACHINES,NSE
1927425,7529,LCCINFOTEC,LCC INFOTECH,NSE
136009732,531288,LEADFIN,LEAD FINANCIAL SERVICES.,BSE
130126340,508306,LEDOTEA,LEDO TEA CO.LTD.,BSE
132458244,517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS),BSE
136404228,532829,LEHAR,LEHAR FOOTWEARS,BSE
136447492,532998,LEHIL,LOTUS EYE HOSPITAL AND INSTITU,BSE
138192388,539814,LELAVOIR,LE LAVOIR,BSE
667137,2606,LEMONTREE,LEMON TREE HOTELS,NSE
128576004,502250,LERTHAI,LERTHAI FINANCE,BSE
136602116,533602,LESHAIND,LESHA INDUSTRIES.,BSE
2022913,7902,LFIC,LAKSHMI FIN IND CORP,NSE
4690177,18321,LGBBROSLTD,LG BALAKRISHNAN & BROS,NSE
4312321,16845,LGBFORGE,LGB FORGE,NSE
2836993,11082,LIBAS,LIBAS CONSU PRODUCTS,NSE
510465,1994,LIBERTSHOE,LIBERTY SHOES,NSE
135942916,531027,LIBORD,LIBORD SECURITIES.,BSE
130967812,511593,LIBORDFIN,LIBORD FINANCE,BSE
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,NSE
1551873,6062,LICNETFGSC,LICNAMC - LICNMFET,NSE
2897665,11319,LICNETFN50,LICNAMC - LICNFENGP,NSE
2928897,11441,LICNETFSEN,LICNAMC - LICNFESGP,NSE
3898625,15229,LICNFNHGP,LICNAMC - LICNFNHGP,NSE
138221316,539927,LIKHAMI,LIKHAMI CONSULTING,BSE
147969,578,LIKHITHA,LIKHITHA INFRASTRUC,NSE
129986308,507759,LIMECHM,LIME CHEMICALS.,BSE
132470532,517463,LINAKS,LINAKS MICROELECTRONICS.,BSE
2968577,11596,LINCOLN,LINCOLN PHARMA,NSE
136098052,531633,LINCOPH,LINCOLN PHARMACEUTICALS.,BSE
1779457,6951,LINCPEN,LINC PEN & PLASTICS,NSE
135997700,531241,LINCPENQ,LINC PEN & PLASTICS.,BSE
416513,1627,LINDEINDIA,LINDE INDIA,NSE
134335492,524748,LINKPH,LINK PHARMA CHEM.,BSE
134810628,526604,LIPPISYS,LIPPI SYSTEMS.,BSE
2817537,11006,LIQUIDBEES,NIP IND ETF LIQUID BEES,NSE
493313,1927,LIQUIDETF,DSP LIQUID ETF,NSE
258057,1008,LIX 15,LIX 15,INDICES
130025476,507912,LKPFIN,LKP FINANCE,BSE
138289156,540192,LKPSEC,LKP SECURITIES ,BSE
138332164,540360,LLFICL,LEADING LEASING FINANCE AND IN,BSE
131188484,512455,LLOYDSME,LLOYDS METALS AND ENERGY.,BSE
138237956,539992,LLOYDSTEEL,LLOYDS STEELS INDUSTRIES LIMIT,BSE
824321,3220,LODHA,MACROTECH DEVELOPERS,NSE
151060996,590082,LOHIASEC,LOHIA SECURITIES.,BSE
3440385,13439,LOKESHMACH-BE,LOKESH MACHINES,NSE
134801412,526568,LONTE,LONGVIEW TEA COMPANY.,BSE
128072708,500284,LORDSCHLO,LORDS CHLORO ALKALI.,BSE
135696644,530065,LORDSHOTL,LORDS ISHWAR HOTELS,BSE
134009604,523475,LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,BSE
4302593,16807,LOTUSEYE,LOTUS EYE HOSP & INST L,NSE
5738241,22415,LOVABLE,LOVABLE LINGERIE,NSE
138042116,539227,LOYAL,LOYAL EQUIPMENTS ,BSE
131593220,514036,LOYALTEX,LOYAL TEXTILE MILLS.,BSE
4316929,16863,LPDC,LANDMARK PR.DEV.CO.LTD,NSE
4557057,17801,LSIL,LLOYDS STEELS IND..,NSE
2939649,11483,LT,LARSEN & TOUBRO.,NSE
4561409,17818,LTI,L&T INFOTECH,NSE
4752385,18564,LTTS,L&T TECHNOLOGY SER..,NSE
134701828,526179,LUDLOWJUT,LUDLOW JUTE & SPECIALITIES,BSE
131084292,512048,LUHARUKA,LUHARUKA MEDIA & INFRA ,BSE
516609,2018,LUMAXIND,LUMAX INDUSTRIES,NSE
3587585,14014,LUMAXTECH,LUMAX AUTO TECH,NSE
2672641,10440,LUPIN,LUPIN,NSE
2893057,11301,LUXIND,LUX INDUSTRIES,NSE
136038916,531402,LWSKNIT,LWS KNITWEAR.,BSE
727297,2841,LXCHEM,LAXMI ORGANIC INDUS,NSE
519169,2028,LYKALABS,LYKA LABS,NSE
135856388,530689,LYKISLTD,LYKIS,BSE
129361924,505320,LYNMC,LYNX MACHINERY & COMMERCIALS L,BSE
8055809,31468,LYPSAGEMS,LYPSA GEMS & JEWEL,NSE
519937,2031,M&M,MAHINDRA & MAHINDRA,NSE
3400961,13285,M&MFIN,M&M FIN. SERVICES,NSE
5484289,21423,M100,MOST SHARES M100 ETF,NSE
4937985,19289,M50,MOST SHARES M50 ETF,NSE
3844353,15017,MAANALU,MAAN ALUMINIUM,NSE
131225604,512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS,BSE
133951492,523248,MACPLASQ,MACHINO PLASTICS.,BSE
5720833,22347,MACPOWER,MACPOWER CNC MACHINES,NSE
3878657,15151,MADHAV,MADHAV MARBLE & GRANITE,NSE
138212868,539894,MADHAVIPL,MADHAV INFRA PROJECTS ,BSE
3499777,13671,MADHUCON,MADHUCON PROJECTS.,NSE
131855108,515059,MADHUDIN,MADHUSUDAN INDUSTRIES.,BSE
132935428,519279,MADHURIND,MADHUR INDUSTRIES.,BSE
130816004,511000,MADHUSE,MADHUSUDAN SECURITIES.,BSE
1257217,4911,MADRASFERT,MADRAS FERTILISERS,NSE
307201,1200,MAESGETF,MIRAEAMC - MAESGETF,NSE
897793,3507,MAFANG,MIRAEAMC - MAFANG,NSE
128067588,500264,MAFATIND,MAFATLAL INDUSTRIES.,BSE
138406404,540650,MAGADHSUGAR,MAGADH SUGAR & ENERGY ,BSE
5476353,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY,NSE
131168516,512377,MAGANTR,MAGNANIMOUS TRADE & FINANCE LT,BSE
2919169,11403,MAGMA,MAGMA FINCORP,NSE
132466948,517449,MAGNAELQ,MAGNA ELECTRO CASTINGS.,BSE
3828993,14957,MAGNUM,MAGNUM VENTURES.,NSE
133020676,519612,MAHAANF,MAHAAN FOODS.,BSE
2912513,11377,MAHABANK,BANK OF MAHARASHTRA,NSE
129413892,505523,MAHACORP,MAHARASHTRA CORPORATION.,BSE
136067844,531515,MAHANIN,MAHAN INDUSTRIES.,BSE
2221825,8679,MAHAPEXLTD-BE,MAHA RASHTRA APEX COPR. L,NSE
4486913,17527,MAHASTEEL,MAHAMAYA STEEL INDS,NSE
136101892,531648,MAHAVIRIND,MAHAVIR INDUSTRIES,BSE
4506369,17603,MAHEPC,MAHINDRA EPC IRRIG,NSE
138925316,542677,MAHESH,MAHESH DEVELOPERS ,BSE
2451457,9576,MAHESHWARI,MAHESHWARI LOGISTICS.,NSE
3823873,14937,MAHINDCIE,MAHINDRA CIE AUTO,NSE
2060801,8050,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,NSE
98561,385,MAHLOG,MAHINDRA LOGISTIC,NSE
533761,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS,NSE
534529,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS,NSE
136074244,531540,MAINFRA,MARUTI INFRASTRUCTURE.,BSE
6281729,24538,MAITHANALL,MAITHAN ALLOYS,NSE
131438084,513430,MAITRI,MAITRI ENTERPRISES ,BSE
128068356,500267,MAJESAUT,MAJESTIC AUTO.,BSE
2639361,10310,MAJESCO,MAJESCO,NSE
129771268,506919,MAKERSL,MAKERS LABORATORIES.,BSE
136092932,531613,MAL,MEYER APPAREL ,BSE
138086404,539400,MALLCOM,MALLCOM (INDIA).,BSE
3418113,13352,MALUPAPER,MALU PAPER MILLS,NSE
1626369,6353,MAN50ETF,MIRAEAMC - MAN50ETF,NSE
1899521,7420,MANAKALUCO,MANAK ALUMINIUM CO..,NSE
1897729,7413,MANAKCOAT,MAN COAT METAL & IND,NSE
3890945,15199,MANAKSIA,MANAKSIA.,NSE
1910529,7463,MANAKSTEEL,MANAKSIA STEELS,NSE
137995268,539044,MANAKSTELTD,MANAKSIA STEELS ,BSE
3531777,13796,MANALIPETC,MANALI PETROCHEMICALS LT,NSE
4879617,19061,MANAPPURAM,MANAPPURAM FINANCE,NSE
129497604,505850,MANCREDIT,MANGAL CREDIT AND FINCORP.,BSE
3025153,11817,MANGALAM,MANGALAM DRUG & CHEM,NSE
3841793,15007,MANGCHEFER,MANG.CHEM.FERT.LTD,NSE
137676804,537800,MANGIND,MANGALAM INDUSTRIAL FINANCE LT,BSE
539137,2106,MANGLMCEM,MANGALAM CEMENT,NSE
539905,2109,MANGTIMBER,MANGALAM TIMBER PRODUCTS,NSE
3042305,11884,MANINDS,MAN INDUSTRIES (I).,NSE
4665857,18226,MANINFRA,MAN INFRA,NSE
136467972,533078,MANJEERA,MANJEERA CONSTRUCTIONS.,BSE
131691012,514418,MANORG,MANGALAM ORGANICS,BSE
131010052,511758,MANSIFIN,MANSI FINANCE (CHENNAI).,BSE
3474433,13572,MANUGRAPH,MANUGRAPH INDIA,NSE
4398337,17181,MANXT50,MIRAEAMC - MANXT50,NSE
138988036,542922,MANXT50ETF,MIRAE ASSET MUTUAL FUND,BSE
540673,2112,MARALOVER,MARAL OVERSEAS,NSE
4776705,18659,MARATHON,MARATHON NXTGEN REALT,NSE
134032900,523566,MARBU,MARTIN BURN.,BSE
128052740,500206,MARGOFIN,MARGO FINANCE,BSE
1041153,4067,MARICO,MARICO,NSE
339969,1328,MARINE,MARINE ELECTRICAL (I),NSE
136064772,531503,MARIS,MARIS SPINNERS.,BSE
2708225,10579,MARKSANS,MARKSANS PHARMA,NSE
2815745,10999,MARUTI,MARUTI SUZUKI INDIA.,NSE
136017668,531319,MARUTISE,MARUTI SECURITIES.,BSE
129757956,506867,MASCH,MASTER CHEMICALS.,BSE
50945,199,MASFIN,MAS FINANCIAL SERV,NSE
4795137,18731,MASKINVEST-BE,MASK INVESTMENTS,NSE
543745,2124,MASTEK,MASTEK,NSE
131012612,511768,MASTERTR,MASTER TRUST.,BSE
130992132,511688,MATHEWE,MATHEW EASOW RESEARCH SECURITI,BSE
5561857,21726,MATRIMONY,MATRIMONY.COM,NSE
4357633,17022,MAWANASUG,MAWANA SUGARS,NSE
5728513,22377,MAXHEALTH,MAX HEALTHCARE INS,NSE
136790532,534338,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE.,BSE
138342660,540401,MAXIMUS,MAXIMUS INTERNATIONAL ,BSE
5741569,22428,MAXIND,MAX INDIA,NSE
139065092,543223,MAXINDIA,MAX INDIA ,BSE
4471809,17468,MAXVIL,MAX VENTURES AND INDS,NSE
138116868,539519,MAYUKH,MAYUKH DEALTRADE ,BSE
136110084,531680,MAYUR,MAYUR LEATHER PRODUCTS.,BSE
135992580,531221,MAYURFL,MAYUR FLOORINGS.,BSE
7399937,28906,MAYURUNIQ,MAYUR UNIQUOTERS,NSE
4829697,18866,MAZDA,MAZDA,NSE
134090756,523792,MAZDALTD,MAZDA.,BSE
130305,509,MAZDOCK,MAZAGON DOCK SHIPBUIL,NSE
3247617,12686,MBAPL,MADHYA BHARAT AGRO P.,NSE
3503873,13687,MBECL-BE,MCNALLY BH. ENG. CO.LTD,NSE
4615425,18029,MBLINFRA,MBL INFRASTRUCTURES,NSE
130006020,507836,MCCHRLS-B,MAC CHARLES (INDIA).,BSE
3753473,14662,MCDHOLDING,MCDOWELL HOLDINGS.,NSE
2674433,10447,MCDOWELL-N,UNITED SPIRITS,NSE
5724161,22360,MCL,MADHAV COPPER,NSE
3057409,11943,MCLEODRUSS,MCLEOD RUSSEL INDIA.,NSE
137956100,538891,MCLOUD,MAGELLANIC CLOUD,BSE
130918660,511401,MCLTD,MUNOTH COMMUNICATION,BSE
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,NSE
131405572,513303,MDRNSTL,MODERN STEELS.,BSE
135973380,531146,MEDICAMEQ,MEDICAMEN BIOTECH.,BSE
133924868,523144,MEDICAPQ,MEDI-CAPS.,BSE
134733060,526301,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES L,BSE
135981060,531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS.,BSE
136042756,531417,MEGACOR,MEGA CORPORATION.,BSE
3788033,14797,MEGASOFT-BE,MEGASOFT,NSE
3776001,14750,MEGH,MEGHMANI ORGANICS.,NSE
130909956,511367,MEGLON,MEGLON INFRA-REAL (INDIA).,BSE
137987076,539012,MEGRISOFT,MEGRI SOFT ,BSE
138426884,540730,MEHAI,MEHAI TECHNOLOGY  ,BSE
130912516,511377,MEHIF,MEHTA INTEGRATED FINANCE.,BSE
131004932,511738,MEHSECU,MEHTA SECURITIES.,BSE
137941508,538834,MEL,MEENAKSHI ENTERPRISES.,BSE
135968516,531127,MENAMANI,MENA MANI INDUSTRIES,BSE
136122116,531727,MENNPIS,MENON PISTONS.,BSE
1782017,6961,MENONBE,MENON BEARINGS,NSE
2245377,8771,MEP,MEP INFRA. DEVELOPERS,NSE
137969156,538942,MERCANTILE,MERCANTILE VENTURES ,BSE
3040257,11876,MERCATOR,MERCATOR,NSE
137974788,538964,MERCURYLAB,MERCURY LABORATORIES ,BSE
136027396,531357,MERMETL,MERCURY METALS.,BSE
138430468,540744,MESCON,MIDEAST INTEGRATED STEELS LIMI,BSE
136143364,531810,METALCO,METAL COATINGS (INDIA).,BSE
128040708,500159,METROGLOBL,METROGLOBAL,BSE
2452737,9581,METROPOLIS,METROPOLIS HEALTHCARE,NSE
137830660,538401,METSL,MAESTROS ELECTRONICS & TELECOM,BSE
134815236,526622,MFLINDIA,MFL INDIA.,BSE
548353,2142,MFSL,MAX FINANCIAL SERV,NSE
407809,1593,MGEL,MANGALAM GLOBAL ENT,NSE
4488705,17534,MGL,MAHANAGAR GAS.,NSE
131699204,514450,MHLXMIRU,MAHALAXMI RUBTECH.,BSE
4437249,17333,MHRIL,MAHINDRA HOLIDAYS,NSE
3748865,14644,MIC,MIC ELECTRONICS,NSE
133975812,523343,MICROSE,MICROSE INDIA.,BSE
134720260,526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT,BSE
630529,2463,MIDHANI,MISHRA DHATU NIGAM,NSE
128070916,500277,MIDINDIA,MID INDIA INDUSTRIES.,BSE
135985156,531192,MIDINFRA,MIDAS INFRA TRADE,BSE
134801924,526570,MIDWEST,MIDWEST GOLD.,BSE
137957124,538895,MIHIKA,MIHIKA INDUSTRIES.,BSE
138224132,539938,MIL,MEDICO INTERCONTINENTAL LIMITE,BSE
136022532,531338,MILESTONE,MILESTONE GLOBAL.,BSE
130863876,511187,MILLENNIUM,MILLENNIUM ONLINE SOLUTIONS (I,BSE
136052740,531456,MINAXI,MINAXI TEXTILES.,BSE
6629633,25897,MINDACORP,MINDA CORPORATION,NSE
3623425,14154,MINDAIND,MINDA INDUSTRIES.,NSE
4620545,18049,MINDTECK,MINDTECK (INDIA),NSE
3675137,14356,MINDTREE,MINDTREE,NSE
133983492,523373,MINID,MINI DIAMONDS (INDIA).,BSE
563713,2202,MIRCELECTR,MIRC ELECTRONICS,NSE
129366020,505336,MIRCH,MIRCH TECHNOLOGIES (INDIA),BSE
1124865,4394,MIRZAINT,MIRZA INTERNATIONAL LIMIT,NSE
138136068,539594,MISHTANN,MISHTANN FOODS ,BSE
134088196,523782,MITSHI,MITSHI INDIA ,BSE
138259972,540078,MITSU,MITSU CHEM PLAST ,BSE
4751873,18562,MITTAL,MITTAL LIFE STYLE,NSE
133641220,522036,MIVENMACH,MIVEN MACHINE TOOLS.,BSE
137955844,538890,MKEXIM,M. K. EXIM (INDIA).,BSE
134884100,526891,MKTCREAT,MARKET CREATORS.,BSE
129950980,507621,MLKFOOD,MILKFOOD.,BSE
3544065,13844,MMFL,MM FORGINGS,NSE
4197121,16395,MMP,MMP INDUSTRIES,NSE
130354180,509196,MMRUBBR-B,MM RUBBER COMPANY.,BSE
4596993,17957,MMTC,MMTC,NSE
131140356,512267,MMWL,MEDIA MATRIX WORLDWIDE.,BSE
138180356,539767,MNIL,MEGA NIRMAN & INDUSTRIES LIMIT,BSE
137995524,539045,MNKALCOLTD,MANAKSIA ALUMINIUM COMPANY,BSE
137995780,539046,MNKCMILTD,MANAKSIA COATED METALS & INDUS,BSE
132937476,519287,MODAIRY,MODERN DAIRIES.,BSE
138179076,539762,MODCL,MODERN CONVERTERS ,BSE
128771844,503015,MODERN,MODERN INDIA.,BSE
132864772,519003,MODINATUR,MODI NATURALS,BSE
131842052,515008,MODINSU,MODERN INSULATORS.,BSE
128966660,503776,MODIPON,MODIPON.,BSE
1775105,6934,MODIRUBBER-BE,MODI RUBBER,NSE
848897,3316,MODISNME,MODISON METALS,NSE
130498564,509760,MODRNSH,MODERN SHARES & STOCKBROKERS L,BSE
129093892,504273,MODULEX,MODULEX CONSTRUCTION TECHNOLOG,BSE
128965636,503772,MODWOOL,MODELLA WOOLLENS.,BSE
136227844,532140,MOHITE,MOHITE INDUSTRIES,BSE
7532289,29423,MOHITIND,MOHIT INDUSTRIES,NSE
135723268,530169,MOHITPPR,MOHIT PAPER MILLS.,BSE
1029889,4023,MOHOTAIND,MOHOTA INDUSTRIES,NSE
5332481,20830,MOIL,MOIL,NSE
4512001,17625,MOLDTECH,MOLD-TEK TECHNOLOGIES,NSE
134723332,526263,MOLDTEK,MOLD-TEK TECHNOLOGIES.,BSE
227878660,890151,MOLDTEKPP,MOLD-TEK PACKAGING ,BSE
1718529,6713,MOLDTKPAC,MOLD-TEK PACKAGING,NSE
130957060,511551,MONARCH,MONARCH NETWORTH CAPITAL LIMIT,BSE
135722756,530167,MONGIPA,MOONGIPA CAPITAL FINANCE.,BSE
136211972,532078,MONIND,MONIND,BSE
1520129,5938,MONTECARLO,MONTE CARLO FASHIONS.,NSE
138034948,539199,MOONGIPASEC,MOONGIPA SECURITIES.,BSE
7392513,28877,MORARJEE,MORARJEE TEXTILES,NSE
130956548,511549,MORARKFI,MORARKA FINANCE.,BSE
578305,2259,MOREPENLAB,MOREPEN LAB.,NSE
134716676,526237,MORGAN,MORGAN VENTURES.,BSE
133928964,523160,MORGANITE,MORGANITE CRUCIBLE (INDIA),BSE
136296196,532407,MOSCHIP,MOSCHIP TECHNOLOGIES,BSE
1076225,4204,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LT,NSE
3826433,14947,MOTILALOFS,MOTILAL OSWAL FIN,NSE
580609,2268,MOTOGENFIN,MOTOR & GENERAL FINANCE L,NSE
138973188,542864,MOUNT,MOUNT HOUSING AND INFRASTRUCTU,BSE
129675012,506543,MPAGI,M.P.AGRO INDUSTRIES.,BSE
136377092,532723,MPDL,MPDL,BSE
136312324,532470,MPFSL,MATHER & PLATT FIRE SYSTEMS LT,BSE
1152769,4503,MPHASIS,MPHASIS,NSE
128115204,500450,MPILCORPL,MPIL CORPORATION.,BSE
134692612,526143,MPL,MPL PLASTICS.,BSE
2707969,10578,MPSLTD,MPS,NSE
582913,2277,MRF,MRF,NSE
2303489,8998,MRO-TEK,MRO-TEK REALTY,NSE
584449,2283,MRPL,MRPL,NSE
131088644,512065,MRUTR,MRUGESH TRADING.,BSE
3052033,11922,MSPL-BE,MSP STEEL & POWER.,NSE
130284036,508922,MSRINDIA,MSR INDIA.,BSE
138904836,542597,MSTC,MSTC ,BSE
2395137,9356,MSTCLTD,MSTC,NSE
693505,2709,MTARTECH,MTAR TECHNOLOGIES,NSE
8040705,31409,MTEDUCARE,MT EDUCARE,NSE
587265,2294,MTNL,MAHANAGAR TELEPHONE NIGAM,NSE
138305028,540254,MTPL,MARG TECHNO PROJECTS,BSE
138193668,539819,MUDRA,MUDRA FINANCIAL SERVICES.,BSE
137918212,538743,MUDUNURU,MUDUNURU ,BSE
2899457,11326,MUKANDLTD-BE,MUKAND.,NSE
134100996,523832,MUKATPIP,MUKAT PIPES.,BSE
135767300,530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES,BSE
137012228,535204,MUKTA,MUKTA AGRICULTURE ,BSE
2223873,8687,MUKTAARTS,MUKTA ARTS,NSE
138040068,539219,MUL,MAURIA UDYOG,BSE
128378116,501477,MULLER,MULLER & PHIPPS (INDIA).,BSE
134699268,526169,MULTIBASE,MULTIBASE INDIA.,BSE
129432068,505594,MULTIIN,MULTIPLUS HOLDINGS.,BSE
130867204,511200,MUNCAPM,MUNOTH CAPITAL MARKET.,BSE
3458817,13511,MUNJALAU,MUNJAL AUTO IND..,NSE
590593,2307,MUNJALSHOW,MUNJAL SHOWA,NSE
136146180,531821,MUNOTHFI,MUNOTH FINANCIAL SERVICES.,BSE
592129,2313,MURUDCERA,MURUDESHWAR CERAMICS,NSE
2666241,10415,MUTHOOTCAP,MUTHOOT CAP SERV,NSE
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,NSE
131012100,511766,MUTHTFN,MUTHOOT CAPITAL SERVICES.,BSE
138088964,539410,MUZALI,MUZALI ARTS,BSE
